name,room,address,city,state,zipCode,latitude,longitude,isEarlyVotingLocation,isVotingDayLocation
Central Christian Church,Fellowship Hall,4711 Westside Dr,Dallas,TX,75209,32.82966265,-96.8199869,FALSE,TRUE
John S Armstrong Elem,Small Outside Gym,3600 Cornell Ave,Dallas,TX,75205,32.83389745,-96.7916474,FALSE,TRUE
University Park United Methodist Church,Caldwell Rm 120,4024 Caruth Blvd,Dallas,TX,75225,32.85889352,-96.80251762,FALSE,TRUE
John S. Bradfield Elementary,Cafetorium (Lgl),4300 Southern Ave,Dallas,TX,75205,32.83620525,-96.80869816,FALSE,TRUE
University Park Sch - W,"Gym, C111",3505 Amherst Ave,Dallas,TX,75225,32.85163795,-96.79136932,FALSE,TRUE
Highland Park Middle School,South Gym,3555 Granada Dr,Dallas,TX,75205,32.840233,-96.790992,FALSE,TRUE
Moody Coliseum,Rogers Lobby,3009 Binkley Ave,Dallas,TX,75205,32.84082743,-96.77965516,FALSE,TRUE
Highland Park Isd Admin Bldg,Board Rm,7015 Westchester Dr,Dallas,TX,75205,32.8496693,-96.80814588,FALSE,TRUE
St Andrews Episcopal Church,Hunsaker Hall,2783 Valwood Pkwy,Farmers Branch,TX,75234,32.93840057,-96.885869,FALSE,TRUE
Loos Field House,Lobby West Entrance,3815 Spring Valley Rd,Addison,TX,75001,32.94004191,-96.85075128,FALSE,TRUE
Vivian Field Middle School,Main Lobby,13551 Dennis Rd,Farmers Branch,TX,75234,32.899563,-96.881375,FALSE,TRUE
The Branch Connection Adult Center,Ball Room,14055 Dennis Ln,Farmers Branch,TX,75234,32.93713445,-96.88604165,FALSE,TRUE
Farmers Branch Manske Library,Meeting Room,13613 Webb Chapel Rd,Farmers Branch,TX,75234,32.9334441,-96.87375508,FALSE,TRUE
Chapel Hill Preparatory School,Auditorium,12701 Templeton Trl,Dallas,TX,75234,32.9180619,-96.86578505,FALSE,TRUE
Brookhaven College,"W Bldg, Rm W105",3939 Valley View Ln,Farmers Branch,TX,75244,32.9301327,-96.8484134,FALSE,TRUE
Ted Polk Middle School,G104,2001 Kelly Blvd,Carrollton,TX,75006,32.9640613,-96.87914772,FALSE,TRUE
Mccoy Elementary School,Gym,2425 Mccoy Rd,Carrollton,TX,75006,32.9816654,-96.89911933,FALSE,TRUE
Jerry R Junkins Elem School,Auditorium,2808 Running Duke Dr,Carrollton,TX,75006,32.9737613,-96.85682236,FALSE,TRUE
Blanton Elem School,Library,2525 Scott Mill Rd,Carrollton,TX,75006,32.98342285,-96.88548993,FALSE,TRUE
Newman Smith High School,Keaton Theater Lobby,2335 N Josey Ln,Carrollton,TX,75006,32.97970735,-96.89233773,FALSE,TRUE
Keller Springs Baptist Chur,Fellowship Hall,3227 Keller Springs Rd,Carrollton,TX,75006,32.96884508,-96.84571867,FALSE,TRUE
Carrollton Senior Center,Texas Room,1720 Keller Springs Rd,Carrollton,TX,75006,32.97129095,-96.89299867,FALSE,TRUE
Crosby Recreation Center,Elf Fork,1610 E Crosby Rd,Carrollton,TX,75006,32.947969,-96.89972794,FALSE,TRUE
North Dallas Family Church,Gym,1700 S Josey Ln,Carrollton,TX,75006,32.950069,-96.8903884,FALSE,TRUE
Greenwood Hills Elem School,Library,1313 W Shore Dr,Richardson,TX,75080,32.9683158,-96.7494593,FALSE,TRUE
Canyon Creek Elem School,Gym,2100 Copper Ridge Dr,Richardson,TX,75080,32.9816879,-96.73983954,FALSE,TRUE
Prairie Creek Elem School,Main Hall Office,2120 E Prairie Creek Dr,Richardson,TX,75080,32.97833,-96.720907,FALSE,TRUE
Mohawk Elem School,Gym,1500 Mimosa Dr,Richardson,TX,75080,32.9714752,-96.7620082,FALSE,TRUE
Richardson N Jr High School,Small Gym,1820 N Floyd Rd,Richardson,TX,75080,32.975289,-96.74179529,FALSE,TRUE
Northrich Elem School,Cafeteria,1301 Custer Rd,Richardson,TX,75080,32.96765125,-96.73521321,FALSE,TRUE
Arapaho Classical Magnet School,Gym,1300 Cypress Dr,Richardson,TX,75080,32.9615096,-96.76371857,FALSE,TRUE
Richardson Heights Elem,Gym,101 N Floyd Rd,Richardson,TX,75080,32.9515175,-96.74529839,FALSE,TRUE
Richardson Terrace Elementary,Gym,300 N Dorothy Dr,Richardson,TX,75081,32.95169045,-96.72184753,FALSE,TRUE
Care Church,Foyer,1504 E Campbell Rd,Richardson,TX,75081,32.97453086,-96.69671186,FALSE,TRUE
Yale Elem School,Gym,1900 E Collins Blvd,Richardson,TX,75081,32.9669456,-96.68989185,FALSE,TRUE
Dartmouth Elem School,"Art Rm, 124/126",417 Dartmouth Ln,Richardson,TX,75081,32.95403905,-96.68975002,FALSE,TRUE
Springridge Elementary School,Gym,1801 E Spring Valley Rd,Richardson,TX,75081,32.93939725,-96.69015788,FALSE,TRUE
Jess Harben Elem School,Gym,600 S Glenville Dr,Richardson,TX,75081,32.9395507,-96.70574336,FALSE,TRUE
Richardson Civic Center,West Alcove,411 W Arapaho Rd,Richardson,TX,75080,32.96063466,-96.73123925,FALSE,TRUE
Valley Ranch Elem School,Gym,9800 Rodeo Dr,Irving,TX,75063,32.9377505,-96.95602525,FALSE,TRUE
Cimarron Recreation Center,Large Activity Room,201 Red River Trl,Irving,TX,75063,32.9314098,-96.94630207,FALSE,TRUE
Freeman Elem School - CFBISD,Library,8757 Valley Ranch Pkwy W,Irving,TX,75063,32.9341549,-96.9531951,FALSE,TRUE
Valley Ranch Branch Library,Program Rm 150,401 Cimarron Trl,Irving,TX,75063,32.93406595,-96.95068534,FALSE,TRUE
Big Springs Elem School,Gym,3301 W Campbell Rd,Garland,TX,75044,32.97306399,-96.67833639,FALSE,TRUE
Springpark Sports Club,1St Fl Ballroom,3330 Springpark Way,Garland,TX,75044,32.9803489,-96.68041746,FALSE,TRUE
Spring Creek Elem - Gisd,Gym,1510 Spring Creek Dr,Garland,TX,75040,32.9547183,-96.6505115,FALSE,TRUE
North Garland Branch Library,Program Rm,3845 N Garland Ave,Garland,TX,75040,32.95169222,-96.65402392,FALSE,TRUE
Hickman Elem School,Gym,3114 Pinewood Dr,Garland,TX,75044,32.95749373,-96.67620854,FALSE,TRUE
Wallace Ethridge Elem School,Gym,2301 Sam Houston Dr,Garland,TX,75044,32.93500738,-96.65734447,FALSE,TRUE
Cooper Elem School,Foyer,1200 Kingsbridge Dr,Garland,TX,75040,32.93419255,-96.64581728,FALSE,TRUE
Lister Elem School,Front Foyer,3131 Mars Dr,Garland,TX,75040,32.94389515,-96.61364955,FALSE,TRUE
Northlake Elem School - Gisd,Gym,1626 Bosque Dr,Garland,TX,75040,32.92689597,-96.60769368,FALSE,TRUE
Club Hill Elem School,Gym,1330 Colonel Dr,Garland,TX,75043,32.87745459,-96.61134312,FALSE,TRUE
Lyles Middle School,Gym,4655 S Country Club Rd,Garland,TX,75043,32.86193215,-96.59046678,FALSE,TRUE
Northside Baptist Church,Fellowship Hall,2510 N Glenbrook Dr,Garland,TX,75040,32.9389604,-96.6395573,FALSE,TRUE
Coppell Arts Center,Reception Hall,505 Travis St,Coppell,TX,75019,32.9519408,-97.0047113,FALSE,TRUE
Wilson Elementary School,Gym,200 S Coppell Rd,Coppell,TX,75019,32.96512145,-97.00550243,FALSE,TRUE
Mockingbird Elem School,Gym,300 Mockingbird Ln,Coppell,TX,75019,32.9625443,-96.96932634,FALSE,TRUE
Coppell Town Center,Atrium,255 E Parkway Blvd,Coppell,TX,75019,32.97757539,-96.9880171,FALSE,TRUE
Lakeside Elem School - COISD,Gym,1100 Village Pkwy,Coppell,TX,75019,32.97219955,-96.95846732,FALSE,TRUE
Cottonwood Creek Elem Sch,Gym,615 Minyard Dr,Coppell,TX,75019,32.97615595,-97.0078109,FALSE,TRUE
Riverchase Elem School,"Library, Rm 201",272 S Macarthur Blvd,Coppell,TX,75019,32.9638129,-96.95749276,FALSE,TRUE
Addison Conference Center,Buckthorn Room,15650 Addison Rd,Addison,TX,75001,32.9622499,-96.82844295,FALSE,TRUE
Addison Fire Station # 1,Training Room,4798 Airport Pkwy,Addison,TX,75001,32.96596633,-96.83034812,FALSE,TRUE
Coyle Middle School,Gym,4500 Skyline Dr,Rowlett,TX,75088,32.90132886,-96.56282066,FALSE,TRUE
Back Elem School,Gym,7300 Bluebonnet Dr,Rowlett,TX,75089,32.924723,-96.573684,FALSE,TRUE
Liberty Grove Elem School,Gym,10201 Liberty Grove Rd,Rowlett,TX,75089,32.953879,-96.517011,FALSE,TRUE
Rowlett Community Centre,Confernce Rm,5300 Main St,Rowlett,TX,75088,32.903484,-96.555237,FALSE,TRUE
Rowlett Elem School,Gym,3315 Carla Dr,Rowlett,TX,75088,32.89099023,-96.57473805,FALSE,TRUE
Herfurth Elem School,Gym,7500 Miller Rd,Rowlett,TX,75088,32.89055985,-96.52876838,FALSE,TRUE
Schrade Middle School,Comp Gym,6201 Danridge Rd,Rowlett,TX,75089,32.9207062,-96.5316633,FALSE,TRUE
Chase Oaks Church - Woodbridge Campus,Lobby,2709 3Rd St,Sachse,TX,75048,32.97660229,-96.5975698,FALSE,TRUE
Sachse Senior Center,"Bldg A, Reservation Rm",3815 Sachse Rd,Sachse,TX,75048,32.9731855,-96.5834332,FALSE,TRUE
B G Hudson Middle School,Gym,4405 Hudson Dr,Sachse,TX,75048,32.95886355,-96.58133556,FALSE,TRUE
William B Travis Academy,Auditorium,3001 Mckinney Ave,Dallas,TX,75204,32.8013772,-96.80139091,FALSE,TRUE
T W Browne Middle School,Auditorium,3333 Sprague Dr,Dallas,TX,75233,32.69648215,-96.87636264,FALSE,TRUE
Daniel Webster Elem School,Auditorium,3815 S Franklin St,Dallas,TX,75233,32.6967722,-96.8614994,FALSE,TRUE
El Centro College - Main Campus,Student Ctr,801 Main St,Dallas,TX,75202,32.7797819,-96.80550117,FALSE,TRUE
American Airlines Center,1876 Club-North Entrance,2500 Victory Ave,Dallas,TX,75219,32.7905076,-96.81027213,FALSE,TRUE
Exall Recreation Center,Large Room,1355 Adair St,Dallas,TX,75204,32.7937582,-96.78391468,FALSE,TRUE
Bill J Priest Institute,Hoblitzelle Auditorium,1402 Corinth St,Dallas,TX,75215,32.766388,-96.7864246,FALSE,TRUE
Martin Luther King Jr Learning Ctr,Main Lobby,1817 Warren Ave,Dallas,TX,75215,32.76096315,-96.77279558,FALSE,TRUE
Park South Ymca,Front Lobby,2500 Romine Ave,Dallas,TX,75215,32.75983513,-96.76381842,FALSE,TRUE
James Madison High School,Rm 100,3000 MLK Blvd,Dallas,TX,75215,32.771299,-96.764866,FALSE,TRUE
Martin Luther King Recreation Center,Gym,2901 Pennsylvania Ave,Dallas,TX,75215,32.768889,-96.765458,FALSE,TRUE
Irma Rangel - Young Women's School,Auditorium,1718 Robert B Cullum Blvd,Dallas,TX,75210,32.7744935,-96.76089739,FALSE,TRUE
Mt Horeb Baptist Church,Fellowship Hall,3306 Carpenter Ave,Dallas,TX,75215,32.7627737,-96.74978989,FALSE,TRUE
St Paul Baptist Church,Overflow Area,1600 Pear St,Dallas,TX,75215,32.7501199,-96.7668775,FALSE,TRUE
Lincoln High School - CHM,Auditorium,2826 Elsie Faye Heggins St,Dallas,TX,75215,32.7541043,-96.7555878,FALSE,TRUE
Evangelist Temple Church,Fellowship Hall,2627 Dorris St,Dallas,TX,75215,32.74280782,-96.75221776,FALSE,TRUE
Hector P Garcia Middle School - DISD,Art Room A,700 E 8Th St,Dallas,TX,75203,32.7502831,-96.81384937,FALSE,TRUE
Greater Mt Pleasant Baptist Church,Conference Rm,1403 Morrell Ave,Dallas,TX,75203,32.73921161,-96.80213751,FALSE,TRUE
Cedar Crest Elementary School,Foyer,2020 Mouser St,Dallas,TX,75203,32.737807,-96.792989,FALSE,TRUE
The Way-Truth-Life Christian Church,Fellowship Hall Parlor,1702 S Denley Dr,Dallas,TX,75216,32.72698435,-96.80504719,FALSE,TRUE
Oliver W Holmes Middle School,Auditorium Entrance,2001 E Kiest Blvd,Dallas,TX,75216,32.7154295,-96.79166081,FALSE,TRUE
Good Street Baptist Church,Spigner Wing,3110 Bonnie View Rd,Dallas,TX,75216,32.7203692,-96.7800545,FALSE,TRUE
John Neely Bryan Elem School,Auditorium,2001 Deer Path Dr,Dallas,TX,75216,32.7113411,-96.7944549,FALSE,TRUE
Paul L Dunbar Lancaster - Keist Library,Classroom A/B,2008 East Kiest Blvd,Dallas,TX,75216,32.71477235,-96.79058102,FALSE,TRUE
W W Bushman Elem School,Foyer,4200 Bonnie View Rd,Dallas,TX,75216,32.7082254,-96.77322807,FALSE,TRUE
Gethsemane Missionary Baptist Church,Fellowship Hall,4600 Solar Ln,Dallas,TX,75216,32.7108874,-96.74460458,FALSE,TRUE
John W Carpenter Elem School,Auditorium,2121 Tosca Ln,Dallas,TX,75224,32.6955549,-96.8530169,FALSE,TRUE
Cfni Student Center,Student Center,444 Fawn Ridge Dr,Dallas,TX,75224,32.70063515,-96.83075168,FALSE,TRUE
South Oak Cliff High School,Auditorium,3601 S Marsalis Ave,Dallas,TX,75216,32.699279,-96.81684485,FALSE,TRUE
Clara Oliver Elem School,Auditorium,4010 Idaho Ave,Dallas,TX,75216,32.69497635,-96.81105335,FALSE,TRUE
H I Holland Elem School @ Lisbon,Gym,4203 S Lancaster Rd,Dallas,TX,75216,32.69738435,-96.79579744,FALSE,TRUE
Fountain Of The Living Word Church,Sanctuary Entrance,2543 E Ledbetter Dr,Dallas,TX,75216,32.695901,-96.768078,FALSE,TRUE
Elisha M Pease Elem School,Auditorium,2914 Cummings St,Dallas,TX,75216,32.6975496,-96.773726,FALSE,TRUE
W M Hawley Atwell Law Academy,Auditorium Foyer,1303 Reynoldston Ln,Dallas,TX,75232,32.67784705,-96.84340803,FALSE,TRUE
Adelle Turner Elem School,Gym,5505 S Polk St,Dallas,TX,75232,32.679211,-96.84083834,FALSE,TRUE
Mark Twain Leadership Vanguard,Auditorium,724 Green Cove Ln,Dallas,TX,75232,32.68410285,-96.83346972,FALSE,TRUE
T G Terry Elem School,Auditorium,6661 Greenspan Ave,Dallas,TX,75232,32.6657598,-96.82990355,FALSE,TRUE
St Paul Lutheran Church,Fellowship Hall,5725 S Marsalis Ave,Dallas,TX,75241,32.67701114,-96.81484439,FALSE,TRUE
Ideal Family Church,Life Center,1000 E Redbird Ln,Dallas,TX,75241,32.674527,-96.80838,FALSE,TRUE
R L Thornton Elem School,Auditorium,6011 Old Ox Rd,Dallas,TX,75241,32.6738791,-96.79784914,FALSE,TRUE
Boml Academy @ A Maceo Smith,Foyer,3030 Stag Rd,Dallas,TX,75241,32.6918081,-96.76579332,FALSE,TRUE
J N Ervin Elem School,Auditorium Foyer,3722 Black Oak Dr,Dallas,TX,75241,32.67950345,-96.76211163,FALSE,TRUE
Ronald E Mcnair Elem School,Main Lobby,3150 Bainbridge Dr,Dallas,TX,75237,32.65613,-96.86328,FALSE,TRUE
Friendship West Baptist Church,Banquet Hall Foyer,2020 W Wheatland Rd,Dallas,TX,75232,32.646563,-96.850638,FALSE,TRUE
Umphrey Lee Elem School,Auditorium,7808 Racine Dr,Dallas,TX,75232,32.6527172,-96.83500086,FALSE,TRUE
Martin Weiss Elem School,Auditorium,8601 Willoughby Blvd,Dallas,TX,75232,32.6437013,-96.83041094,FALSE,TRUE
D A Hulcy Steam Middle School,1St Floor Entrance Foyer,9339 S Polk St,Dallas,TX,75232,32.6344709,-96.84074595,FALSE,TRUE
Singing Hills Rec Center,Large Activity Rm,6805 Patrol Way,Dallas,TX,75241,32.6640568,-96.7873283,FALSE,TRUE
Cornerstone Community Church,Fellowship Hall,2817 Cherry Valley Blvd,Dallas,TX,75241,32.6460004,-96.77538598,FALSE,TRUE
Tommie Allen Rec Center,Lg Multi-Purpose Rm,7071 Bonnie View Rd,Dallas,TX,75241,32.6594871,-96.75312036,FALSE,TRUE
Highland Hills Un Methodist Church,Fellowship Hall,3800 Simpson Stuart Rd,Dallas,TX,75241,32.67522355,-96.75664459,FALSE,TRUE
Cedar Valley College - M Bldg,M105,3030 N Dallas Ave,Lancaster,TX,75134,32.62564837,-96.77130208,FALSE,TRUE
Highland Hills Library,Auditorium,6200 Bonnie View Rd,Dallas,TX,75241,32.670714,-96.761347,FALSE,TRUE
Wilmer - Hutchins High School,Auditorium,5520 Langdon Rd,Dallas,TX,75241,32.65469845,-96.73067188,FALSE,TRUE
Park In The Woods Rec Center,Large Rm,6801 Mountain Creek Pkwy,Dallas,TX,75249,32.64151455,-96.95554124,FALSE,TRUE
Henrie Elementary School,Cafeteria,253 W Lawson Rd,Dallas,TX,75253,32.6992234,-96.57593753,FALSE,TRUE
Kleberg/Rylie Rec Center,Large Rm,1515 Edd Rd,Dallas,TX,75253,32.68537563,-96.60140266,FALSE,TRUE
Booker T Washington High School,Montgomery Arts,2501 Flora St,Dallas,TX,75201,32.79162415,-96.79698123,FALSE,TRUE
W A Blair Elem School,Auditorium,7720 Gayglen Dr,Dallas,TX,75217,32.70874585,-96.68870402,FALSE,TRUE
Ebby Halliday Elem School,Multi Purpose Room 141,10210 Teagarden Rd,Dallas,TX,75217,32.67502505,-96.6458337,FALSE,TRUE
Jonsson Central Library,Dallas East Rm,1515 Young St,Dallas,TX,75201,32.7783503,-96.79705717,FALSE,TRUE
Oak Cliff Presbyterian Church,1St Fl Lobby,6000 S Hampton Rd,Dallas,TX,75232,32.67444044,-96.85690828,FALSE,TRUE
University Of North Texas At Dallas,Founders Hall Lounge,7300 University Hills Blvd,Dallas,TX,75241,32.6503353,-96.8056499,FALSE,TRUE
Cedar Hill Recreation Center,Bluebonnet Room,310 E Parkerville Rd,Cedar Hill,TX,75104,32.57442645,-96.93789874,FALSE,TRUE
Kim Lewis Auxiliary Services Ctr,Foyer,202 E Belt Line Rd,Cedar Hill,TX,75104,32.5911,-96.9394,FALSE,TRUE
Bessie Coleman Middle School,Library,1208 E Pleasant Run Rd,Cedar Hill,TX,75104,32.60277895,-96.91556904,FALSE,TRUE
Professional Development Ctr - CHISD,Library,1533 High Pointe Ln,Cedar Hill,TX,75104,32.623445,-96.95534605,FALSE,TRUE
Cedar Hill Government Center - Bldg 100,Lobby,285 Uptown Blvd,Cedar Hill,TX,75104,32.5931059,-96.95126331,FALSE,TRUE
Plummer Elementary School,Portable #20 A,1203 S Clark Rd,Cedar Hill,TX,75104,32.56504095,-96.9413162,FALSE,TRUE
Highlands Elem School - CHISD,Gym,131 Sims Dr,Cedar Hill,TX,75104,32.587672,-96.93030125,FALSE,TRUE
Bray Elementary School,Gym,218 N Broad St,Cedar Hill,TX,75104,32.59269085,-96.95765349,FALSE,TRUE
Lake Ridge Elem School,Multi Purpose Rm,1020 Lake Ridge Pkwy,Cedar Hill,TX,75104,32.56943925,-97.00530761,FALSE,TRUE
H Bob Daniel Sr Intermediate School,Rm 102,1007 Springwood Ln,Duncanville,TX,75137,32.64118,-96.93128,FALSE,TRUE
Alexander Elementary School,"Gym, Rm 807",510 Softwood Dr,Duncanville,TX,75137,32.62407915,-96.92009996,FALSE,TRUE
Duncanville Library,Mtg Rm 1-3,201 James Collins Blvd,Duncanville,TX,75116,32.64861061,-96.90744144,FALSE,TRUE
Duncanville'S First Baptist Church,F101,323 W Wheatland Rd,Duncanville,TX,75116,32.64772648,-96.827221,FALSE,TRUE
Reed Middle School,"Auditorium, Rm 600",530 E Freeman St,Duncanville,TX,75116,32.6501663,-96.90249515,FALSE,TRUE
Brandenburg Intermediate Sch - DUISD,"Choir Rm, 501",1903 Blueridge Dr,Duncanville,TX,75137,32.6225409,-96.90472006,FALSE,TRUE
Byrd Middle School,Gym B,1040 W Wheatland Rd,Duncanville,TX,75116,32.6458325,-96.93234713,FALSE,TRUE
Arise Church,Sanctuary Foyer,201 W Center St,Duncanville,TX,75116,32.651807,-96.910386,FALSE,TRUE
Central Elem School - DUISD,"Auditorium, Rm 201",302 E Freeman St,Duncanville,TX,75116,32.65029195,-96.90520112,FALSE,TRUE
Duncanville Hs Performance Hall,Foyer,900 W Camp Wisdom Rd,Duncanville,TX,75116,32.6605204,-96.92946812,FALSE,TRUE
Fairmeadows Elem School,"Gym, Rm 701A",101 E Fairmeadows Dr,Duncanville,TX,75116,32.6668551,-96.90377473,FALSE,TRUE
Porter Elem School,Portable,517 Via Avenida,Mesquite,TX,75150,32.82764735,-96.60384513,FALSE,TRUE
Dunford Rec Center,Green Canyon Rm,1015 Green Canyon Dr,Mesquite,TX,75150,32.8168751,-96.60999241,FALSE,TRUE
Georgia Kimball Elem,P4,4010 Coryell Way,Mesquite,TX,75150,32.8170612,-96.6218232,FALSE,TRUE
Dr Jc Cannaday Elem School,Portable 208,2701 Chisolm Trl,Mesquite,TX,75150,32.80359115,-96.61714105,FALSE,TRUE
Poteet High School,Back Hallway Behind Offices,3300 Poteet Dr,Mesquite,TX,75150,32.80656585,-96.60857156,FALSE,TRUE
Hanby Elementary School,Foyer,480 Gross Rd,Mesquite,TX,75149,32.774749,-96.61460121,FALSE,TRUE
W L Wilkinson Middle School,100 Foyer,2100 Crest Park Dr,Mesquite,TX,75149,32.7896727,-96.61447909,FALSE,TRUE
Lakeside Activity Center,Large Rm,101 Holley Park Dr,Mesquite,TX,75149,32.763807,-96.59952194,FALSE,TRUE
Mesquite High School,Delivery Hallway,300 E Davis St,Mesquite,TX,75149,32.76465405,-96.59385877,FALSE,TRUE
Pirrung Elem School,Front Hall Corner,1500 Creek Valley Rd,Mesquite,TX,75181,32.74986125,-96.55316386,FALSE,TRUE
J R Thompson Elem School,Front Foyer,2525 Helen Ln,Mesquite,TX,75181,32.7378697,-96.54503245,FALSE,TRUE
A C New Middle School,Front Foyer,3700 S Belt Line Rd,Mesquite,TX,75181,32.7196629,-96.59552265,FALSE,TRUE
Tisinger Elem School,Computer Lab,1701 Hillcrest St,Mesquite,TX,75149,32.7866159,-96.60812002,FALSE,TRUE
Rutherford Rec Center,Rm 103,900 Rutherford Dr,Mesquite,TX,75149,32.753948,-96.575384,FALSE,TRUE
Horn High School,Library,3300 E Cartwright Rd,Mesquite,TX,75181,32.73018755,-96.55790714,FALSE,TRUE
Balch Springs Civic Center,Meeting Room,12400 Elam Rd,Balch Springs,TX,75180,32.7196316,-96.6578987,FALSE,TRUE
Hickory Tree Baptist Church,Fellowship Hall,3200 Hickory Tree Rd,Balch Springs,TX,75180,32.725982,-96.622538,FALSE,TRUE
Hodges Elem School,Gym,14401 Spring Oak Dr,Balch Springs,TX,75180,32.71435,-96.59919,FALSE,TRUE
Balch Springs Recreation Center,Meeting Room,4372 Shepherd Ln,Balch Springs,TX,75180,32.70980549,-96.61410405,FALSE,TRUE
Sunnyvale Town Hall,Council Chambers,127 N Collins Rd,Sunnyvale,TX,75182,32.7915424,-96.5623902,FALSE,TRUE
Faith Bible Church,Auditorium,1437 W Pleasant Run Rd,Desoto,TX,75115,32.6044398,-96.89557011,FALSE,TRUE
Ruby Young Elem School,Gym,707 Young Blvd,Desoto,TX,75115,32.60036535,-96.86733624,FALSE,TRUE
Disciple Central Community Church,Classroom 104,901 N Polk St #101,Desoto,TX,75115,32.605628,-96.842134,FALSE,TRUE
The Meadows Elem School,Gym,1016 The Meadows Pkwy,Desoto,TX,75115,32.60763715,-96.83014077,FALSE,TRUE
Cockrell Hill Elem School,Gym,425 S Cockrell Hill Rd,Desoto,TX,75115,32.58331725,-96.89209109,FALSE,TRUE
Desoto High School,Gym,600 Eagle Dr,Desoto,TX,75115,32.57885915,-96.87135131,FALSE,TRUE
Desoto East Middle School,Gym,601 E Belt Line Rd,Desoto,TX,75115,32.59262715,-96.84434808,FALSE,TRUE
Belt Line Conference Center,Conference Rm,200 E Belt Line Rd,Desoto,TX,75115,32.589634,-96.855708,FALSE,TRUE
Glenn Heights City Hall,Council Chambers,1938 S Hampton Rd,Glenn Heights,TX,75154,32.55242873,-96.85688681,FALSE,TRUE
Couch Elem School,Gym,4349 Waterhouse Blvd,Garland,TX,75043,32.85315187,-96.575457,FALSE,TRUE
Toler Elem School,Gym,3520 Guthrie Rd,Garland,TX,75043,32.83818005,-96.57774462,FALSE,TRUE
Houston Elem School - LISD,"Library, Rm 184",2929 Marquis Ln,Lancaster,TX,75134,32.6244405,-96.80437495,FALSE,TRUE
Pleasant Run Elem School,"Library, Rm 201",427 W Pleasant Run Rd,Lancaster,TX,75146,32.606285,-96.7635567,FALSE,TRUE
Rolling Hills Elementary School,Library,450 Rolling Hills Pl,Lancaster,TX,75146,32.59673155,-96.81402858,FALSE,TRUE
Rosa Parks - Millbrook Elem School,"Gym, Rm 503",630 Millbrook Dr,Lancaster,TX,75146,32.5971839,-96.7976548,FALSE,TRUE
Elsie Robertson Middle School,Library,822 W Pleasant Run Rd,Lancaster,TX,75146,32.60410875,-96.77173994,FALSE,TRUE
West Main Elem School,Library,531 W Main St,Lancaster,TX,75146,32.59319205,-96.76310213,FALSE,TRUE
Lancaster Veterans Memorial Library,Meeting Room,1600 Veterans Memorial Pkwy,Lancaster,TX,75134,32.6126545,-96.7584135,FALSE,TRUE
McCowan Middle School,Dance Rm,1500 Majestic Meadow Dr,Glenn Heights,TX,75154,32.5635,-96.8817,FALSE,TRUE
First Baptist Church - Seagoville,"Activity Bldg, Fellowship Hall",108 E Farmers Rd,Seagoville,TX,75159,32.64513682,-96.54527505,FALSE,TRUE
Seagoville City Hall,Council Chambers,702 US-175 Frontage Rd,Seagoville,TX,75159,32.649323,-96.541187,FALSE,TRUE
Wilmer Community Center,Main Room,101 Davidson Plaza,Wilmer,TX,75172,32.589819,-96.684957,FALSE,TRUE
Hutchins Community Center,Main Room,500 W Hickman St,Hutchins,TX,75141,32.648029,-96.716561,FALSE,TRUE
Caillet Elem School,Auditorium,3033 Merrell Rd,Dallas,TX,75229,32.8887443,-96.8756197,FALSE,TRUE
Marcus Rec Center,Kitchen,3003 Northaven Rd,Dallas,TX,75229,32.90381869,-96.87751938,FALSE,TRUE
Degolyer Elem School,Auditorium,3453 Flair Dr,Dallas,TX,75229,32.9042301,-96.86149997,FALSE,TRUE
Stephen Foster Elem Sch,Auditorium,3700 Clover Ln,Dallas,TX,75220,32.8699709,-96.85450689,FALSE,TRUE
Sudie Williams Tag Academy,Auditorium,4518 Pomona Rd,Dallas,TX,75209,32.8546874,-96.8318131,FALSE,TRUE
North Park Community Corp,Front Foyer,4619 W University Blvd,Dallas,TX,75209,32.84494549,-96.83108747,FALSE,TRUE
K B Polk Vanguard Center Atg,Auditorium,6911 Victoria Ave,Dallas,TX,75209,32.8424771,-96.83166035,FALSE,TRUE
Maple Lawn Elem School,Auditorium,3120 Inwood Rd,Dallas,TX,75235,32.8258424,-96.82951389,FALSE,TRUE
Arlington Park Recreation Center,Gym,1505 Record Crossing Rd,Dallas,TX,75235,32.81701925,-96.85824383,FALSE,TRUE
Esperanza Hope Medrano Elem School,Auditorium,2221 Lucas Dr,Dallas,TX,75219,32.808533,-96.82724895,FALSE,TRUE
L G Pinkston High School,Main Lobby,2200 Dennison St,Dallas,TX,75212,32.7811072,-96.85855978,FALSE,TRUE
Victory Cathedral,Lobby,3407 N Westmoreland Rd,Dallas,TX,75212,32.78283292,-96.87390292,FALSE,TRUE
El Centro College - West Campus,Main Lobby,3330 North Hampton Rd,Dallas,TX,75212,32.78263985,-96.85596824,FALSE,TRUE
C F Carr Elem School,Auditorium Lobby,1952 Bayside St,Dallas,TX,75212,32.78789095,-96.8527168,FALSE,TRUE
Reverchon Recreation Center,Multi-Purpose Rm,3505 Maple Ave,Dallas,TX,75219,32.80195432,-96.81192231,FALSE,TRUE
Margaret B. Henderson Elem School,Gym,2200 S Edgefield Ave,Dallas,TX,75224,32.72374765,-96.84330865,FALSE,TRUE
Harrell Budd Elem School,Gym,2121 S Marsalis Ave,Dallas,TX,75216,32.7219896,-96.81497146,FALSE,TRUE
